	COND	CONDIRR	DN	DNN	IMP	IN	IRR	MODAL	QUEST	RESTR	all_occ	all_other	lemma	nonver	pos
1672	0	0	2	0	0	0	0	0	0	0	26	26	смертельный	2	ADJ
1673	0	0	0	0	2	0	0	12	0	0	155	155	успешно	14	ADV
1674	0	0	0	0	0	0	0	4	0	0	19	19	выявлять	4	VERB
1675	0	0	0	0	0	0	0	8	0	2	98	98	непосредственно	10	ADV
1676	0	0	8	0	0	0	0	0	0	0	27	27	слышный	8	ADJ
1677	0	0	0	0	0	0	0	0	2	2	32	32	осветить	4	VERB
1678	0	0	0	0	0	0	0	2	0	0	4	4	прикурить	2	VERB
1679	0	0	0	0	0	0	0	0	2	0	4	4	заспорить	2	VERB
1680	0	0	0	0	0	0	0	0	0	2	2	2	завонять	2	VERB
1681	0	0	0	0	0	0	0	0	0	4	12	12	разгораться	4	VERB
1682	0	0	0	0	0	0	0	4	0	0	10	10	связываться	4	VERB
1683	0	0	2	0	2	0	0	16	10	0	205	205	бежать	30	VERB
1684	2	0	0	0	0	0	0	0	2	0	16	16	спустить	4	VERB
1685	0	0	0	0	0	0	0	0	2	0	74	74	вниз	2	ADV
1686	0	0	2	0	0	0	0	0	0	0	6	6	суеверный	2	ADJ
1687	0	2	6	0	0	0	0	0	0	0	28	28	отходить	8	VERB
1688	2	0	2	0	0	0	0	0	0	0	36	36	отойти	4	VERB
1689	0	0	0	0	4	0	0	20	16	0	560	560	назад	40	ADV
1690	0	0	0	0	2	0	0	0	0	2	15	15	властвовать	4	VERB
1691	2	0	14	0	0	0	0	4	2	2	89	89	отставать	24	VERB
1692	0	0	4	0	0	0	0	0	0	0	16	16	отрываться	4	VERB
1693	0	0	6	0	0	0	0	2	8	2	104	104	кричать	18	VERB
1694	0	0	2	0	2	0	0	6	4	2	91	91	стрелять	16	VERB
1695	0	0	2	0	0	0	0	0	0	0	2	2	разжимать	2	VERB
1696	0	0	2	0	0	0	0	0	0	2	62	62	дышать	4	VERB
1697	0	0	2	0	0	0	0	0	0	0	237	237	лес	2	NOUN
1698	0	0	2	0	0	0	0	0	0	0	105	105	батарея	2	NOUN
1699	0	0	0	0	0	0	0	0	4	2	13	13	жаждать	6	VERB
1700	0	0	2	0	0	0	0	0	0	0	4	4	стонать	2	VERB
1701	0	0	0	0	0	0	0	2	0	2	9	9	вытирать	4	VERB
1702	2	2	2	0	0	0	0	2	0	2	22	22	вырыться	10	VERB
1703	0	0	0	0	0	0	0	2	0	0	12	12	проскочить	2	VERB
1704	0	0	0	0	6	0	0	0	0	0	35	35	крикнуть	6	VERB
1705	0	2	0	0	0	0	0	4	0	0	10	10	разворотить	6	VERB
1706	0	0	12	0	0	0	0	4	4	0	139	139	едва	20	ADV
1707	0	0	0	0	0	0	0	2	0	2	9	9	взлетать	4	VERB
1708	0	0	2	0	0	0	0	2	0	0	4	4	отдышаться	4	VERB
1709	0	0	0	0	0	0	0	2	0	0	8	8	разложить	2	VERB
1710	0	0	0	0	0	0	0	2	0	0	6	6	прогонять	2	VERB
1711	0	0	0	0	0	0	0	0	2	0	3	3	утолять	2	VERB
1712	0	0	2	0	0	0	0	0	0	0	6	6	насмешка	2	NOUN
1713	0	0	0	0	0	0	0	2	0	0	6	6	поименовать	2	VERB
1714	0	0	2	0	0	0	0	0	0	0	2	2	инсценировать	2	VERB
1715	0	2	4	0	0	0	0	26	2	2	89	89	договориться	36	VERB
1716	0	0	2	0	0	0	0	0	0	0	4	4	сомкнуться	2	VERB
1717	0	0	2	0	0	0	0	0	0	0	210	210	конструкция	2	NOUN
1718	0	0	16	0	0	0	0	0	0	0	2840	2840	новый	16	ADJ
1719	0	0	0	0	0	0	0	26	4	0	180	180	повысить	30	VERB
1720	0	0	0	0	0	0	0	6	0	0	14	14	приспосабливаться	6	VERB
1721	0	0	0	0	0	0	0	4	0	0	44	44	изменять	4	VERB
1722	0	0	0	0	2	0	0	8	0	0	73	73	автоматически	10	ADV
1723	0	0	0	0	0	0	0	4	0	0	108	108	самостоятельно	4	ADV
1724	2	0	8	0	0	0	0	4	4	0	33	33	пропускать	18	VERB
1725	2	0	2	0	0	0	0	0	0	0	237	237	животное	4	NOUN
1726	0	0	2	0	0	0	0	0	0	0	8	8	картон	2	NOUN
1727	0	0	4	0	0	0	0	4	0	0	22	22	ломаться	8	VERB
1728	0	0	4	0	0	0	0	2	4	2	150	150	основать	12	VERB
1729	0	2	0	0	0	0	0	6	0	2	47	47	изложить	10	VERB
1730	2	0	2	0	0	0	0	6	6	0	103	103	заложить	16	VERB
1731	0	0	0	0	0	0	0	4	6	0	147	147	исключительно	10	ADV
1732	0	0	0	0	0	0	0	4	0	0	12	12	вписаться	4	VERB
1733	2	0	2	0	0	0	0	0	0	0	4486	4486	же	4	PART
1734	0	0	6	0	0	0	0	0	0	0	390	390	лучший	6	ADJ
1735	0	0	4	0	0	0	0	0	0	0	124	124	вершина	4	NOUN
1736	10	2	4	0	2	0	0	10	0	2	158	158	продолжаться	30	VERB
1737	0	0	0	0	0	0	0	22	2	0	282	282	утверждать	24	VERB
1738	0	0	4	0	0	0	0	0	0	0	450	450	изменение	4	NOUN
1739	0	0	10	0	0	0	0	16	2	4	107	107	спасти	32	VERB
1740	0	0	2	0	0	0	0	0	0	0	6	6	покоритель	2	NOUN
1741	0	0	20	0	0	0	0	0	0	0	121	121	согласный	20	ADJ
1742	2	0	4	0	0	0	0	4	2	0	36	36	замерзнуть	12	VERB
1743	0	0	4	0	0	0	0	0	0	0	40	40	радостный	4	ADJ
1744	0	0	0	0	0	0	0	0	0	2	2	2	качнуть	2	VERB
1745	0	0	6	0	0	0	0	0	0	0	299	299	половина	6	NOUN
1746	0	2	56	0	2	0	0	16	8	0	174	174	получиться	84	VERB
1747	0	0	2	0	0	0	0	0	0	0	4	4	грустить	2	VERB
1748	0	0	2	0	0	0	0	0	0	0	4	4	печалить	2	VERB
1749	0	0	2	0	0	0	0	0	0	0	11	11	ужасать	2	VERB
1750	0	0	2	0	0	0	0	0	0	0	2	2	прогадать	2	VERB
1751	0	0	12	0	0	0	0	0	0	0	1344	1344	последний	12	ADJ
1752	0	2	14	0	0	0	0	4	2	0	85	85	выпускать	22	VERB
1753	0	0	0	0	0	0	0	0	2	0	14	14	нервно	2	ADV
1754	0	0	0	0	0	0	0	0	2	0	2	2	взлохмаченно	2	ADV
1755	0	0	0	0	0	0	0	2	2	0	22	22	вдали	4	ADV
1756	0	0	4	0	0	0	0	6	2	0	18	18	нырять	12	VERB
1757	0	0	4	0	0	0	0	4	4	0	50	50	устать	12	VERB
1758	0	0	10	0	0	0	0	4	2	0	38	38	останавливаться	16	VERB
1759	0	0	0	0	0	0	0	0	2	0	8	8	поджидать	2	VERB
1760	0	0	2	0	0	0	0	2	2	0	36	36	догонять	6	VERB
1761	0	0	0	0	0	0	0	6	2	0	47	47	осторожно	8	ADV
1762	0	0	0	0	0	0	0	0	0	2	18	18	сиять	2	VERB
1763	0	8	2	0	0	0	0	0	0	0	44	44	рад	10	ADJ
1764	0	0	0	0	0	0	0	2	0	0	6	6	раздеться	2	VERB
1765	0	0	4	0	2	0	0	0	0	0	10	10	раздеваться	6	VERB
1766	0	0	2	0	0	0	0	2	0	0	18	18	шевелиться	4	VERB
1767	2	0	8	0	2	0	0	6	2	0	128	128	глядеть	20	VERB
1768	0	0	0	0	2	0	0	0	0	0	4	4	подложить	2	VERB
1769	0	0	0	0	2	0	0	0	0	0	2	2	настыть	2	VERB
1770	0	0	0	0	0	0	0	2	6	0	74	74	лечь	8	VERB
1771	0	0	2	0	0	0	0	0	0	0	6	6	сердиться	2	VERB
1772	0	0	6	0	0	0	0	0	6	0	32	32	стыдно	12	ADV
1773	0	0	0	0	0	0	0	2	6	0	93	93	почему-то	8	ADV
1774	2	0	10	0	0	0	0	2	4	2	76	76	поехать	20	VERB
1775	2	0	2	0	2	0	0	2	0	0	206	206	рядом	8	ADV
1776	0	0	4	0	0	0	0	0	2	0	18	18	провожать	6	VERB
1777	0	2	0	0	0	0	0	0	0	0	4	4	незаконченный	2	ADJ
1778	0	2	0	0	0	0	0	0	0	0	20	20	неполный	2	ADJ
1779	0	0	2	0	0	0	0	0	0	0	16	16	обрадоваться	2	VERB
1780	4	0	10	0	0	0	0	18	8	2	157	157	возвращаться	42	VERB
1781	2	0	4	0	0	0	0	4	0	8	101	101	мечтать	18	VERB
1782	0	0	2	0	0	0	0	0	0	0	4	4	заклеивать	2	VERB
1783	0	0	0	0	0	0	0	4	2	0	12	12	реставрировать	6	VERB
1784	0	0	4	0	0	0	0	0	0	0	134	134	одежда	4	NOUN
1785	0	0	0	0	0	0	0	2	2	0	16	16	консервировать	4	VERB
1786	2	0	8	0	0	0	0	14	4	10	241	241	обеспечивать	38	VERB
1787	0	0	8	0	0	0	0	0	0	0	12	12	самоцель	8	NOUN
1788	0	0	4	0	0	0	0	2	2	2	29	29	беспокоить	10	VERB
1789	0	0	2	0	0	0	0	0	0	0	12	12	злоупотреблять	2	VERB
1790	0	0	2	0	0	0	0	0	0	0	8	8	нагнетать	2	VERB
1791	0	0	2	0	0	0	0	0	0	0	48	48	юноша	2	NOUN
1792	0	2	0	0	0	0	0	0	0	0	8	8	выкинуть	2	VERB
1793	0	0	4	0	0	0	0	0	0	0	7	7	единожды	4	ADV
1794	0	0	6	0	0	0	0	0	0	0	9	9	приставать	6	VERB
1795	0	0	36	0	0	0	0	0	0	0	1266	1266	каждый	36	DET
1796	0	0	10	0	0	0	0	0	0	0	2013	2013	два	10	NUM
1797	0	0	0	0	0	0	0	4	2	0	171	171	видимо	6	ADV
1798	0	0	2	0	0	0	0	0	4	0	12	12	задаваться	6	VERB
1799	0	0	0	0	0	0	0	4	8	0	295	295	гораздо	12	ADV
1800	2	2	20	0	2	0	0	12	2	4	342	342	сидеть	44	VERB
1801	0	0	2	0	0	0	0	2	0	0	11	11	опаздывать	4	VERB
1802	0	0	2	0	0	0	0	0	0	0	69	69	благо	2	NOUN
1803	0	0	2	0	0	0	0	0	0	0	467	467	материал	2	NOUN
1804	0	0	0	0	0	0	0	2	0	0	12	12	пренебрегать	2	VERB
1805	0	0	4	0	0	0	0	0	0	0	30	30	сопоставимый	4	ADJ
1806	2	0	0	0	0	0	0	2	2	0	26	26	основываться	6	VERB
1807	0	2	0	0	0	0	0	16	0	0	22	22	хвастаться	18	VERB
1808	0	10	2	0	0	0	0	0	0	0	320	320	легкий	12	ADJ
1809	0	2	0	0	0	0	0	0	0	0	86	86	любопытный	2	ADJ
1810	0	0	0	0	0	0	0	0	2	0	9	9	раскинуть	2	VERB
1811	0	0	2	0	0	0	0	0	0	0	16	16	приложить	2	VERB
1812	0	0	4	0	0	0	0	0	0	0	4	4	притрагиваться	4	VERB
1813	0	0	0	0	0	0	0	2	0	0	29	29	вдобавок	2	ADV
1814	0	0	0	0	0	0	0	2	0	0	26	26	торчать	2	VERB
1815	2	0	8	0	0	0	0	6	8	0	110	110	остановиться	24	VERB
1816	0	0	0	0	0	0	0	0	2	0	20	20	разглядывать	2	VERB
1817	2	4	6	0	0	0	0	8	8	0	76	76	понадобиться	28	VERB
1818	0	0	2	0	0	0	0	4	0	0	22	22	набить	6	VERB
1819	0	0	4	0	0	0	0	2	2	0	14	14	проездить	8	VERB
1820	0	0	4	0	0	0	0	0	0	0	18	18	проезжать	4	VERB
1821	0	0	0	0	0	0	0	2	0	0	43	43	ориентироваться	2	VERB
1822	2	2	0	0	0	0	0	2	0	0	15	15	соорудить	6	VERB
1823	0	0	2	0	2	0	0	0	0	0	4	4	посягнуть	4	VERB
1824	2	0	8	0	0	0	0	8	2	2	42	42	обойти	22	VERB
1825	0	0	0	0	0	0	0	2	0	0	16	16	наслаждаться	2	VERB
1826	0	0	2	0	0	0	0	0	0	0	4	4	кадка	2	NOUN
1827	0	0	2	0	0	0	0	0	0	0	33	33	корзина	2	NOUN
1828	0	0	2	0	0	0	0	0	0	0	300	300	пол	2	NOUN
1829	0	0	0	0	0	0	0	2	0	0	34	34	забирать	2	VERB
1830	0	0	2	0	0	0	0	8	2	0	24	24	пригодиться	12	VERB
1831	0	0	2	0	0	0	0	0	0	0	408	408	использование	2	NOUN
1832	2	0	2	0	0	0	0	0	0	0	458	458	источник	4	NOUN
1833	0	0	2	0	0	0	0	2	4	0	52	52	бесплатно	8	ADV
1834	0	0	2	0	0	0	0	4	0	0	36	36	предупредить	6	VERB
1835	0	0	0	0	0	0	0	4	0	0	17	17	расставить	4	VERB
1836	2	0	0	0	0	0	0	4	6	0	34	34	храниться	12	VERB
1837	0	0	2	0	0	0	0	0	0	0	6	6	панацея	2	NOUN
1838	0	0	12	0	0	0	0	6	0	2	88	88	сдавать	20	VERB
1839	2	2	0	0	0	0	0	2	0	2	12	12	пересаживать	8	VERB
1840	2	0	0	0	0	0	0	18	0	0	84	84	констатировать	20	VERB
1841	0	0	2	0	0	0	0	0	0	0	107	107	идеологический	2	ADJ
1842	0	0	2	0	0	0	0	0	0	0	168	168	середина	2	NOUN
1843	0	0	4	0	0	0	0	0	0	0	48	48	шутка	4	NOUN
1844	0	0	2	0	0	0	0	6	0	2	36	36	лечить	10	VERB
1845	0	0	2	0	0	0	0	2	2	0	15	15	ронять	6	VERB
1846	0	0	10	0	0	0	0	2	2	0	48	48	переставать	14	VERB
1847	4	6	2	0	0	0	0	28	4	0	205	205	вырасти	44	VERB
1848	0	0	4	0	0	0	0	2	2	0	27	27	гасить	8	VERB
1849	0	0	2	0	0	0	0	0	0	0	26	26	метис	2	NOUN
1850	2	0	2	0	2	0	0	8	2	0	38	38	воздействовать	16	VERB
1851	0	0	0	0	0	0	0	6	0	2	18	18	различаться	8	VERB
1852	0	0	0	0	0	0	0	6	0	0	105	105	вплоть	6	ADV
1853	0	0	0	0	0	0	0	4	0	0	17	17	потенциально	4	ADV
1854	0	0	8	0	0	0	0	0	0	0	145	145	характерный	8	ADJ
1855	0	0	4	0	0	0	0	6	6	0	89	89	породить	16	VERB
1856	0	0	4	0	0	0	0	4	2	0	173	173	фактически	10	ADV
1857	0	0	4	0	0	0	0	0	0	0	4	4	прорезаться	4	VERB
1858	0	0	0	0	0	0	0	8	2	0	63	63	направлять	10	VERB
1859	16	0	18	0	0	0	0	2	6	0	71	71	захотеть	42	VERB
1860	0	0	0	0	0	0	0	0	0	2	10	10	взломать	2	VERB
1861	0	0	0	0	0	0	0	2	0	0	41	41	проживать	2	VERB
1862	0	0	4	0	0	0	0	0	2	0	34	34	декларировать	6	VERB
1863	0	0	0	0	0	0	0	2	0	0	8	8	уповать	2	VERB
1864	4	0	26	0	0	0	0	12	0	0	119	119	принести	42	VERB
1865	0	0	6	0	0	0	0	8	10	0	206	206	объявить	24	VERB
1866	0	0	6	0	0	0	0	0	0	0	22	22	обязывать	6	VERB
1867	0	0	8	0	0	0	0	2	0	2	40	40	затрагивать	12	VERB
1868	0	0	12	0	0	0	0	0	0	2	78	78	владеть	14	VERB
1869	0	0	6	0	0	0	0	0	0	0	178	178	польза	6	NOUN
1870	0	0	0	0	0	0	0	2	0	0	20	20	постичь	2	VERB
1871	0	0	0	0	0	0	0	4	0	0	10	10	ассоциировать	4	VERB
1872	0	0	2	2	0	0	0	2	0	0	6	6	пялиться	6	VERB
1873	4	0	2	0	0	0	0	0	0	0	702	702	процент	6	NOUN
1874	0	0	0	0	0	0	0	2	0	0	2	2	харкнуть	2	VERB
1875	0	0	0	0	0	0	0	2	0	0	6	6	завалиться	2	VERB
1876	0	0	0	0	0	0	0	2	0	0	8	8	обняться	2	VERB
1877	0	0	2	0	0	0	0	0	0	0	152	152	еврей	2	NOUN
1878	2	0	0	0	0	0	0	2	2	0	6	6	отвлечься	6	VERB
1879	0	0	0	0	0	0	0	0	2	0	6	6	распять	2	VERB
1880	0	0	0	0	0	0	0	0	2	0	6	6	подогреть	2	VERB
1881	0	0	0	0	0	0	0	0	2	0	4	4	обобрать	2	VERB
1882	0	0	2	0	0	0	0	0	2	0	22	22	отравить	4	VERB
1883	0	0	0	0	0	0	0	0	2	0	8	8	развязать	2	VERB
1884	0	0	0	0	0	0	0	0	2	0	2	2	накликать	2	VERB
1885	0	0	0	0	0	0	0	2	2	0	12	12	простираться	4	VERB
1886	2	2	12	0	0	0	0	4	4	2	58	58	произнести	26	VERB
1887	0	0	0	0	2	0	0	2	0	2	53	53	громко	6	ADV
1888	0	0	0	0	0	0	0	2	0	0	4	4	перепугать	2	VERB
1889	0	0	2	0	0	0	0	2	4	0	24	24	кругом	8	ADV
1890	0	2	0	0	0	0	0	0	2	0	2	2	раскроить	4	VERB
1891	2	0	2	0	0	0	0	0	0	0	2	2	закройщик	4	NOUN
1892	2	0	2	0	0	0	0	0	0	0	2	2	венеролог	4	NOUN
1893	0	2	0	0	0	0	0	2	2	0	8	8	одолжить	6	VERB
1894	2	2	2	0	0	0	0	0	0	0	2	2	шнеерсон	6	PROPN
1895	0	2	0	0	0	0	0	0	2	0	2	2	смешить	4	VERB
1896	2	2	2	0	0	0	0	0	0	0	6	6	квн	6	PROPN
1897	0	0	4	0	0	0	0	4	0	2	38	38	обмануть	10	VERB
1898	0	0	0	0	0	0	0	0	4	0	18	18	увлечь	4	VERB
1899	0	0	4	0	0	0	0	0	0	0	391	391	теория	4	NOUN
1900	0	2	2	0	0	0	0	22	0	0	93	93	длиться	26	VERB
1901	0	0	2	0	0	0	0	12	4	4	243	243	внутри	22	ADV
1902	0	0	0	4	0	0	0	0	0	0	8	8	стыдиться	4	VERB
1903	0	0	6	0	0	0	0	6	0	2	116	116	вчера	14	ADV
1904	0	0	4	0	0	0	0	0	0	0	31	31	подверженный	4	ADJ
1905	0	0	0	0	0	0	0	6	0	0	29	29	предсказать	6	VERB
1906	0	0	2	0	0	0	0	0	0	0	31	31	суша	2	NOUN
1907	0	0	2	0	0	0	0	0	0	0	49	49	пластина	2	NOUN
1908	0	0	2	0	0	0	0	6	0	0	27	27	потерпеть	8	VERB
1909	2	0	0	0	0	0	0	0	0	0	4	4	податливый	2	ADJ
1910	0	0	2	0	0	0	0	0	0	0	319	319	врач	2	NOUN
1911	0	0	4	0	0	0	0	0	0	0	62	62	биолог	4	NOUN
1912	0	0	0	0	0	0	0	6	0	0	20	20	излучать	6	VERB
1913	0	0	0	0	0	0	0	2	0	0	2	2	визуализировать	2	VERB
1914	0	0	0	0	0	0	0	10	0	0	19	19	поглотить	10	VERB
1915	2	0	4	0	0	0	0	12	2	0	132	132	выбирать	20	VERB
1916	0	0	0	0	0	0	0	2	0	0	4	4	облучать	2	VERB
1917	0	0	4	0	0	0	0	0	0	0	6	6	причинять	4	VERB
1918	0	0	4	0	0	0	0	6	4	0	199	199	ранее	14	ADV
1919	0	0	0	0	0	0	0	2	0	0	2	2	объективировать	2	VERB
1920	0	0	4	0	0	0	0	0	0	0	339	339	явление	4	NOUN
1921	0	0	2	0	0	0	0	0	0	0	2	2	состыковываться	2	VERB
1922	0	0	2	0	0	0	0	4	0	2	33	33	охранять	8	VERB
1923	2	0	14	0	0	0	0	0	0	0	64	64	склонный	16	ADJ
1924	0	2	0	0	0	0	0	10	4	2	44	44	нарушить	18	VERB
1925	0	0	2	0	0	0	0	0	0	0	4	4	обхватить	2	VERB
1926	0	0	4	0	0	0	0	0	0	0	14	14	скучать	4	VERB
1927	0	0	0	0	0	0	0	2	0	0	18	18	подъехать	2	VERB
1928	0	0	6	0	0	0	0	2	0	0	8	8	утруждать	8	VERB
1929	0	0	2	0	0	0	0	0	0	0	326	326	целый	2	ADJ
1930	0	0	4	0	0	0	0	0	0	0	4	4	проговориться	4	VERB
1931	2	0	0	0	0	0	0	0	0	0	2	2	отрешиться	2	VERB
1932	0	0	2	0	0	0	0	0	0	0	10	10	котироваться	2	VERB
1933	0	0	4	0	0	0	0	0	0	0	6	6	идеологизировать	4	VERB
1934	2	0	0	0	0	0	0	0	0	0	8	8	умножить	2	VERB
1935	0	0	28	0	0	0	0	0	0	0	1074	1074	главный	28	ADJ
1936	2	2	0	0	2	0	0	6	4	0	45	45	трудиться	16	VERB
1937	0	0	0	0	0	0	0	2	0	0	4	4	прильнуть	2	VERB
1938	2	0	10	0	0	0	0	0	0	0	991	991	конец	12	NOUN
1939	0	0	4	0	0	0	0	10	0	0	86	86	совершать	14	VERB
1940	0	0	0	0	0	0	0	2	0	0	4	4	мобилизоваться	2	VERB
1941	0	4	10	0	0	0	0	12	8	2	117	117	заставить	36	VERB
1942	2	0	4	0	0	0	2	0	0	0	413	413	сильный	8	ADJ
1943	0	0	0	0	0	0	0	2	0	0	2	2	видоизмениться	2	VERB
1944	0	0	2	0	0	0	0	2	2	0	37	37	приблизиться	6	VERB
1945	0	0	0	0	0	0	0	0	2	0	4	4	расточать	2	VERB
1946	2	0	0	0	0	0	0	12	4	4	183	183	демонстрировать	22	VERB
1947	0	0	0	0	0	0	0	2	0	0	14	14	позитивно	2	ADV
1948	0	0	0	0	0	0	0	2	0	4	22	22	наполовину	6	ADV
1949	2	0	0	0	0	0	0	0	0	0	13	13	обрыться	2	VERB
1950	0	0	0	0	0	0	0	6	0	0	6	6	причислить	6	VERB
1951	2	0	0	0	0	0	0	0	0	0	313	313	естественный	2	ADJ
1952	2	0	2	0	0	0	0	10	2	2	73	73	перенести	18	VERB
1953	0	0	0	0	0	0	0	4	4	0	21	21	освободиться	8	VERB
1954	0	0	0	0	0	0	0	0	2	0	6	6	освобождаться	2	VERB
1955	0	0	0	0	0	0	0	0	2	0	16	16	воплощать	2	VERB
1956	0	0	2	0	0	0	0	0	2	0	10	10	гнести	4	VERB
1957	0	0	8	0	0	0	0	2	0	2	18	18	вредить	12	VERB
1958	0	0	2	0	0	0	0	0	0	0	22	22	поведенческий	2	ADJ
1959	0	0	2	0	0	0	0	0	0	0	48	48	защитный	2	ADJ
1960	0	0	4	0	0	0	0	0	0	0	53	53	конструктивный	4	ADJ
1961	0	0	0	0	0	0	0	2	0	0	4	4	ввязаться	2	VERB
1962	0	0	6	0	0	0	0	2	0	0	10	10	раздумывать	8	VERB
1963	0	0	2	0	0	0	0	2	2	0	16	16	разгадать	6	VERB
1964	0	0	6	0	0	0	0	0	0	0	145	145	миф	6	NOUN
1965	0	0	2	0	0	0	0	0	0	0	2	2	отчаиваться	2	VERB
1966	0	0	2	0	0	0	0	0	0	0	26	26	линейный	2	ADJ
1967	2	2	0	0	0	0	0	2	2	0	26	26	разрезать	8	VERB
1968	0	0	18	0	0	0	0	12	4	0	504	504	практически	34	ADV
1969	0	0	0	0	0	0	0	0	2	4	49	49	светиться	6	VERB
1970	0	0	0	0	0	0	0	0	2	0	6	6	зависать	2	VERB
1971	0	0	0	0	0	0	0	0	2	0	6	6	удаляться	2	VERB
1972	0	0	0	0	0	0	0	0	4	0	87	87	строго	4	ADV
1973	0	0	0	0	0	0	0	0	0	2	9	9	развесить	2	VERB
1974	0	0	2	0	0	0	0	2	0	0	8	8	разниться	4	VERB
1975	2	0	0	0	0	0	0	4	2	0	78	78	отсутствовать	8	VERB
1976	0	0	2	0	0	0	0	2	0	0	18	18	избавить	4	VERB
1977	0	0	0	0	0	0	0	2	0	0	8	8	ввезти	2	VERB
1978	0	0	14	0	0	0	0	8	2	0	107	107	ограничить	24	VERB
1979	0	0	4	0	0	0	0	4	4	0	386	386	далее	12	ADV
1980	0	0	2	0	0	0	0	0	0	0	46	46	положенный	2	ADJ
1981	0	0	0	0	0	0	0	0	2	0	4	4	слепо	2	ADV
1982	0	0	0	0	0	0	0	0	0	2	27	27	расширяться	2	VERB
1983	4	0	0	0	2	0	0	4	0	0	180	180	немного	10	ADV
1984	0	0	0	0	0	0	0	2	0	0	8	8	набросить	2	VERB
1985	0	0	0	0	0	0	0	8	6	0	204	204	называться	14	VERB
1986	4	0	8	0	0	0	0	12	0	0	94	94	вводить	24	VERB
1987	0	0	0	0	0	0	0	4	0	0	14	14	восполнить	4	VERB
1988	0	0	2	0	0	0	0	0	0	0	23	23	особь	2	NOUN
1989	0	0	2	0	0	0	0	0	0	0	8	8	понизиться	2	VERB
1990	0	0	0	0	0	0	0	4	0	0	5	5	варьировать	4	VERB
1991	0	10	0	0	0	0	0	0	0	0	41	41	неплохой	10	ADJ
1992	0	0	8	0	0	0	0	0	0	0	9	9	поспевать	8	VERB
1993	2	2	2	0	0	0	0	8	2	0	58	58	блокировать	16	VERB
1994	2	0	0	0	0	0	0	2	0	6	64	64	присутствовать	10	VERB
1995	0	0	2	0	0	0	0	2	0	0	24	24	физически	4	ADV
1996	2	0	0	0	0	0	0	0	0	0	28	28	сосна	2	NOUN
1997	0	0	0	0	0	0	0	4	2	0	22	22	вычислить	6	VERB
1998	2	0	8	0	0	0	0	2	2	2	113	113	выпустить	16	VERB
1999	2	0	0	0	0	0	0	14	2	0	67	67	наладить	18	VERB
2000	0	0	0	0	0	0	0	2	0	0	2	2	сиротливо	2	ADV
2001	0	0	22	0	0	0	0	4	4	2	107	107	выдавать	32	VERB
2002	0	0	2	0	0	0	0	0	0	0	26	26	держатель	2	NOUN
2003	0	0	0	0	0	0	0	2	0	0	8	8	отследить	2	VERB
2004	0	0	14	0	0	0	0	8	4	0	92	92	предусмотреть	26	VERB
2005	0	0	0	0	0	0	0	0	2	0	8	8	промышлять	2	VERB
2006	0	0	0	0	0	0	0	2	0	0	6	6	крыться	2	VERB
2007	0	0	0	0	0	0	0	0	0	2	14	14	пожирать	2	VERB
2008	0	0	2	0	0	0	0	0	0	0	4	4	нагнать	2	VERB
2009	0	2	20	0	0	0	0	4	0	0	72	72	гарантировать	26	VERB
2010	0	0	2	0	0	0	0	8	0	0	27	27	корректировать	10	VERB
2011	0	0	0	0	0	0	0	2	0	2	14	14	удостоить	4	VERB
2012	0	2	2	0	0	0	0	0	0	0	70	70	шаман	4	NOUN
2013	0	0	2	0	0	0	0	0	0	0	24	24	любопытство	2	NOUN
2014	0	0	4	0	0	0	0	4	0	0	30	30	пропустить	8	VERB
2015	0	2	4	0	2	0	0	22	4	4	166	166	убить	38	VERB
2016	4	0	2	0	0	0	0	0	0	0	6	6	заболевать	6	VERB
2017	2	0	2	0	0	0	0	0	0	0	237	237	больной	4	NOUN
2018	2	0	0	0	0	0	0	2	0	0	6	6	изъявить	4	VERB
2019	0	0	4	0	0	0	0	0	0	0	598	598	против	4	ADV
2020	2	0	2	0	0	0	0	0	0	0	216	216	богатый	4	ADJ
2021	0	0	14	0	0	0	0	0	0	0	17	17	уставать	14	VERB
2022	4	2	2	0	0	0	0	22	0	4	108	108	заработать	34	VERB
2023	0	0	0	0	0	0	0	6	2	0	18	18	стабильно	8	ADV
2024	0	0	8	0	0	0	0	8	6	0	92	92	наступить	22	VERB
2025	0	2	0	0	0	0	0	8	2	0	38	38	подождать	12	VERB
2026	0	0	0	0	0	0	0	6	2	0	97	97	когда-то	8	ADV
2027	0	0	2	0	0	0	0	8	4	0	137	137	ныне	14	ADV
2028	0	0	0	0	0	0	0	2	0	0	2	2	по-белому	2	ADV
2029	0	0	0	0	0	0	0	2	0	0	12	12	культурно	2	ADV
2030	0	0	0	0	0	0	0	2	0	0	10	10	прилично	2	ADV
2031	0	2	2	0	0	0	0	2	2	0	35	35	съесть	8	VERB
2032	0	0	4	0	0	0	0	0	0	0	108	108	акт	4	NOUN
2033	0	0	2	0	0	0	0	0	0	0	188	188	красивый	2	ADJ
2034	0	0	6	0	0	0	0	0	0	2	10	10	расслышать	8	VERB
2035	0	0	0	0	0	0	0	2	0	0	34	34	признаваться	2	VERB
2036	2	0	6	0	2	0	0	6	2	0	24	24	обижать	18	VERB
2037	0	0	0	0	0	0	0	0	0	2	7	7	кивнуть	2	VERB
2038	2	0	8	0	0	0	0	0	0	0	96	96	вечный	10	ADJ
2039	0	0	0	0	0	0	0	2	2	0	26	26	вслух	4	ADV
