	COND	CONDIRR	DN	DNN	IMP	IN	IRR	MODAL	QUEST	RESTR	all_occ	all_other	lemma	nonver	pos
1304	0	0	3	0	0	0	0	0	0	0	149	149	брат	3	NOUN
1305	0	0	0	0	0	0	0	5	0	0	38	38	заменять	5	VERB
1306	0	0	0	0	0	0	0	1	0	0	23	23	упорно	1	ADV
1307	0	0	1	0	0	0	0	0	0	0	5	5	акцентировать	1	VERB
1308	0	0	1	0	0	0	0	0	0	1	12	12	обогнать	2	VERB
1309	1	6	4	0	0	0	0	15	0	0	101	101	заменить	26	VERB
1310	0	0	37	0	0	0	0	0	0	2	73	73	спешить	39	VERB
1311	0	0	2	0	0	0	0	3	0	0	7	7	окупить	5	VERB
1312	2	0	12	2	1	0	0	12	0	8	316	316	установить	37	VERB
1313	0	0	0	0	0	0	0	1	0	0	7	7	подставлять	1	VERB
1314	0	0	1	0	2	0	0	2	2	2	108	108	устанавливать	9	VERB
1315	2	8	5	0	0	0	0	0	0	0	412	412	трудный	15	ADJ
1316	13	0	0	0	0	0	0	22	2	0	158	158	добавить	37	VERB
1317	0	0	1	0	0	0	0	0	0	0	1	1	перекуривать	1	VERB
1318	0	0	0	0	0	0	0	2	1	0	7	7	поучиться	3	VERB
1319	0	0	0	0	0	0	0	4	1	2	42	42	экономически	7	ADV
1320	0	0	1	0	0	0	0	0	0	0	13	13	гибкость	1	NOUN
1321	0	0	1	0	0	0	0	0	0	0	10	10	компьютеризация	1	NOUN
1322	0	0	1	0	0	0	0	0	0	0	9	9	роботизация	1	NOUN
1323	0	0	1	0	0	0	0	0	0	0	6	6	простаивать	1	VERB
1324	0	0	0	0	0	0	0	3	2	0	9	9	объединяться	5	VERB
1325	0	0	0	0	0	0	0	1	0	0	1	1	прилаживать	1	VERB
1326	2	0	11	0	0	0	0	0	0	0	1080	1080	тысяча	13	NOUN
1327	0	0	0	0	0	0	0	3	0	0	40	40	изготовлять	3	VERB
1328	0	0	1	0	0	0	0	0	0	0	13	13	резание	1	NOUN
1329	3	0	4	0	0	0	0	9	0	0	26	26	отказать	16	VERB
1330	0	0	1	0	0	0	0	0	0	0	1	1	угнаться	1	VERB
1331	0	0	1	0	0	0	0	2	0	0	25	25	сослаться	3	VERB
1332	0	0	1	0	0	0	0	6	0	0	27	27	заимствовать	7	VERB
1333	0	0	3	0	0	0	0	3	0	0	24	24	отстать	6	VERB
1334	0	0	0	0	0	0	0	5	0	0	196	196	относительно	5	ADV
1335	3	0	0	0	0	0	0	14	2	0	62	62	уменьшить	19	VERB
1336	0	0	0	0	0	0	0	3	0	2	49	49	придавать	5	VERB
1337	0	0	1	0	0	0	0	0	0	0	22	22	хрупкий	1	ADJ
1338	0	2	9	0	0	0	0	20	4	0	105	105	защитить	35	VERB
1339	0	0	0	0	0	0	0	3	0	0	9	9	красить	3	VERB
1340	0	0	1	0	0	0	0	4	1	0	15	15	стабилизировать	6	VERB
1341	0	2	15	0	0	0	0	7	2	0	70	70	справиться	26	VERB
1342	0	0	2	0	3	0	0	2	4	3	125	125	переходить	14	VERB
1343	0	0	3	0	0	0	0	0	0	0	3	3	уровняться	3	VERB
1344	0	0	0	0	3	0	0	0	0	0	13	13	вытягивать	3	VERB
1345	0	0	0	0	0	0	0	3	0	0	5	5	транспортировать	3	VERB
1346	2	0	4	0	0	0	0	4	3	2	29	29	отделить	15	VERB
1347	0	0	0	0	0	0	0	7	2	2	65	65	заключить	11	VERB
1348	0	0	5	0	0	0	0	0	0	0	10	10	добрать	5	VERB
1349	0	0	15	0	0	0	0	3	3	0	64	64	разделять	21	VERB
1350	2	0	2	0	0	0	0	11	8	0	76	76	вкладывать	23	VERB
1351	0	0	0	0	0	0	0	0	2	1	22	22	обретать	3	VERB
1352	0	0	1	0	0	0	0	0	0	0	54	54	грамм	1	NOUN
1353	0	0	0	0	0	0	0	1	0	0	3	3	выжечь	1	VERB
1354	0	0	1	0	0	0	0	0	0	0	1	1	выгружать	1	VERB
1355	0	0	5	0	0	0	0	0	0	0	5	5	исчерпываться	5	VERB
1356	0	0	3	0	0	0	0	0	0	0	5	5	исчерпывать	3	VERB
1357	0	0	0	2	2	0	3	0	0	0	23626	23626	не	7	PART
1358	0	0	0	0	0	0	0	3	2	0	94	94	якобы	5	ADV
1359	3	0	0	0	0	0	0	5	0	0	71	71	выводить	8	VERB
1360	0	0	0	0	0	0	0	23	2	0	198	198	во-первых	25	ADV
1361	4	0	3	0	0	0	0	16	0	0	147	147	обратиться	23	VERB
1362	2	0	3	0	0	0	0	10	0	2	58	58	мыслить	17	VERB
1363	0	0	3	0	0	0	0	0	0	0	11	11	обрушить	3	VERB
1364	0	0	1	0	0	0	0	0	0	0	2	2	повинный	1	ADJ
1365	0	0	6	0	0	0	0	13	0	0	108	108	класть	19	VERB
1366	0	0	5	0	0	0	0	2	4	0	26	26	почитать	11	VERB
1367	0	0	6	0	0	0	0	3	4	0	35	35	разбираться	13	VERB
1368	2	4	13	0	0	0	0	2	2	6	69	69	ограничивать	29	VERB
1369	0	0	8	0	0	0	0	15	2	0	98	98	избегнуть	25	VERB
1370	0	0	1	0	0	0	0	2	0	1	28	28	прекратиться	4	VERB
1371	0	0	1	0	0	0	0	0	2	0	20	20	вскрыть	3	VERB
1372	0	0	0	0	2	0	0	2	7	0	32	32	конкретно	11	ADV
1373	0	0	2	0	0	0	0	5	4	2	56	56	извлечь	13	VERB
1374	0	0	0	0	0	0	0	0	0	1	17	17	обогащать	1	VERB
1375	0	0	0	0	0	0	0	4	0	3	40	40	ускорить	7	VERB
1376	0	0	0	0	0	0	0	7	0	0	28	28	качественно	7	ADV
1377	0	0	12	0	2	0	0	4	0	0	40	40	совпадать	18	VERB
1378	10	0	16	0	0	0	0	28	6	7	188	188	учитывать	67	VERB
1379	2	6	15	0	0	0	0	0	0	0	567	567	простой	23	ADJ
1380	1	0	2	0	0	0	0	2	0	0	40	40	свести	5	VERB
1381	0	0	1	0	0	0	0	0	0	0	37	37	свойственный	1	ADJ
1382	0	0	1	0	0	0	0	0	0	0	1	1	иссякать	1	VERB
1383	0	2	0	0	0	0	0	5	3	0	46	46	характеризовать	10	VERB
1384	0	0	1	0	0	0	0	0	0	0	100	100	гонка	1	NOUN
1385	2	0	6	0	0	0	0	12	10	0	133	133	реализовать	30	VERB
1386	0	0	3	0	0	0	0	0	0	0	157	157	дефицит	3	NOUN
1387	0	0	5	0	0	0	0	0	0	0	181	181	показатель	5	NOUN
1388	0	0	1	0	0	0	0	0	0	0	125	125	голод	1	NOUN
1389	2	2	7	0	0	0	0	0	0	0	793	793	война	11	NOUN
1390	2	0	9	0	0	0	0	4	2	0	29	29	сопротивляться	17	VERB
1391	0	0	6	0	0	0	0	11	2	0	87	87	убедить	19	VERB
1392	6	2	5	0	0	0	0	0	0	0	341	341	низкий	13	ADJ
1393	0	2	3	0	0	0	0	8	0	0	58	58	ликвидировать	13	VERB
1394	1	0	0	0	0	0	0	0	0	0	17	17	расколоть	1	VERB
1395	0	0	1	0	0	0	0	0	0	0	124	124	глубина	1	NOUN
1396	0	0	1	0	0	0	0	0	0	0	1	1	паззл	1	NOUN
1397	0	0	3	0	0	0	0	1	0	2	30	30	предать	6	VERB
1398	0	0	0	0	0	0	0	1	2	0	5	5	развратить	3	VERB
1399	0	0	22	0	0	0	0	7	0	1	66	66	дожидаться	30	VERB
1400	0	0	31	0	0	0	0	5	0	2	66	66	скрывать	38	VERB
1401	0	0	0	0	0	0	0	2	0	0	39	39	всячески	2	ADV
1402	0	0	1	0	0	0	0	0	0	0	17	17	геополитический	1	ADJ
1403	0	0	14	0	0	0	1	0	0	0	3277	3277	россия	15	PROPN
1404	0	0	1	0	0	0	0	0	0	0	11	11	принуждение	1	NOUN
1405	0	1	0	0	2	0	0	2	2	0	20	20	легитимировать	7	VERB
1406	0	0	14	0	0	0	0	7	2	4	79	79	обходиться	27	VERB
1407	0	0	1	0	0	0	0	0	0	0	116	116	коммунист	1	NOUN
1408	6	0	25	0	0	0	0	8	4	0	133	133	признавать	43	VERB
1409	0	0	3	0	0	0	0	0	0	0	11	11	прижиться	3	VERB
1410	0	0	3	0	0	0	0	0	6	2	28	28	настать	11	VERB
1411	4	2	21	0	0	0	0	10	4	0	156	156	выполнить	41	VERB
1412	0	0	1	0	0	0	0	0	0	0	563	563	общественный	1	ADJ
1413	0	0	0	0	0	0	0	6	0	1	41	41	имитировать	7	VERB
1414	0	0	0	0	0	0	0	1	4	0	76	76	складываться	5	VERB
1415	0	0	1	0	0	0	0	6	4	0	257	257	постоянно	11	ADV
1416	0	0	3	0	0	0	0	0	0	0	440	440	будущее	3	NOUN
1417	0	0	0	0	0	0	0	6	2	3	26	26	концентрировать	11	VERB
1418	0	0	1	0	0	0	0	0	0	0	102	102	стабильность	1	NOUN
1419	0	0	0	0	2	0	0	13	0	0	52	52	обернуться	15	VERB
1420	0	0	2	0	0	0	0	4	0	1	37	37	тормозить	7	VERB
1421	0	0	3	0	0	0	0	0	0	0	35	35	легитимный	3	ADJ
1422	0	0	1	0	0	0	0	0	0	0	239	239	благодаря	1	ADP
1423	0	0	1	0	0	0	0	2	0	0	47	47	по-настоящему	3	ADV
1424	0	0	1	0	0	0	0	0	0	0	4	4	выразитель	1	NOUN
1425	0	0	1	0	0	0	0	2	2	0	21	21	унижать	5	VERB
1426	2	0	15	0	0	0	0	14	12	0	128	128	придумать	43	VERB
1427	0	0	0	0	2	0	0	13	0	0	315	315	несмотря	15	ADV
1428	0	0	0	0	0	0	0	5	0	0	194	194	активно	5	ADV
1429	0	0	2	0	0	0	0	1	2	0	6	6	заигрывать	5	VERB
1430	0	0	0	0	0	0	0	0	1	0	3	3	бедно	1	ADV
1431	0	0	0	0	0	0	0	0	1	0	5	5	впроголодь	1	ADV
1432	0	0	26	0	0	0	0	8	7	2	335	335	поздно	43	ADV
1433	0	0	2	0	0	0	0	5	2	2	53	53	расходовать	11	VERB
1434	0	0	12	0	0	0	0	8	5	0	114	114	выделять	25	VERB
1435	0	0	10	0	0	0	0	5	0	2	49	49	доходить	17	VERB
1436	0	0	0	0	0	0	0	5	0	0	41	41	развернуть	5	VERB
1437	0	0	0	0	0	0	0	2	2	5	296	296	недавно	9	ADV
1438	2	2	4	0	0	0	0	19	2	4	150	150	подготовить	33	VERB
1439	0	0	13	0	0	0	0	0	0	0	37	37	зря	13	ADV
1440	0	0	3	0	0	0	0	2	0	0	35	35	утратить	5	VERB
1441	0	0	4	0	0	0	0	1	0	0	28	28	приветствовать	5	VERB
1442	2	0	4	0	0	0	0	14	6	2	170	170	сохранить	28	VERB
1443	2	0	27	0	0	0	0	0	0	0	96	96	секрет	29	NOUN
1444	0	0	1	0	0	0	0	0	0	0	1	1	вдаваться	1	VERB
1445	0	2	10	0	2	0	0	11	6	4	154	154	поддержать	35	VERB
1446	0	0	1	0	0	0	0	0	0	0	117	117	клуб	1	NOUN
1447	4	0	12	0	0	0	0	8	1	0	106	106	бросить	25	VERB
1448	0	0	0	0	0	0	0	1	0	0	14	14	издалека	1	ADV
1449	2	2	4	0	0	0	0	14	2	2	134	134	образовываться	26	VERB
1450	0	0	0	0	0	0	0	3	2	0	41	41	по-другому	5	ADV
1451	0	0	0	0	0	0	0	1	0	0	7	7	выделиться	1	VERB
1452	2	0	6	0	0	0	0	19	0	4	84	84	выяснить	31	VERB
1453	1	0	0	0	0	0	0	0	0	0	333	333	километр	1	NOUN
1454	2	0	0	0	2	0	0	7	2	2	65	65	запустить	15	VERB
1455	0	0	0	0	0	0	0	0	1	0	30	30	опять-таки	1	ADV
1456	0	0	0	0	0	0	0	1	0	0	7	7	улечься	1	VERB
1457	0	0	20	0	0	0	0	5	2	0	53	53	пускать	27	VERB
1458	0	1	0	0	0	0	0	0	0	0	5	5	намучиться	1	VERB
1459	0	0	0	0	0	0	0	11	2	0	57	57	запускать	13	VERB
1460	0	0	1	0	0	0	0	0	0	0	38	38	тянуться	1	VERB
1461	0	2	8	0	0	0	0	11	2	0	95	95	комментировать	23	VERB
1462	0	0	2	0	0	0	0	0	1	0	3	3	попрекать	3	VERB
1463	0	0	8	0	0	0	0	0	3	2	89	89	призывать	13	VERB
1464	0	0	7	0	0	0	0	5	13	2	215	215	туда	27	ADV
1465	0	1	3	0	0	0	0	0	4	0	8	8	бедствовать	8	VERB
1466	0	0	8	0	0	0	0	0	0	0	653	653	пора	8	NOUN
1467	0	2	1	0	0	0	0	0	2	0	28	28	выслушать	5	VERB
1468	0	1	2	0	0	0	0	6	2	0	49	49	разместить	11	VERB
1469	0	0	1	0	0	0	0	0	0	0	17	17	заманчивый	1	ADJ
1470	0	0	0	0	0	0	2	2	1	0	53	53	побывать	5	VERB
1471	0	0	0	0	0	0	0	5	0	0	54	54	располагаться	5	VERB
1472	0	0	1	0	0	0	0	0	0	0	8	8	напрасно	1	ADV
1473	0	0	0	0	0	0	0	9	4	0	106	106	отправиться	13	VERB
1474	0	1	0	0	0	0	0	2	0	0	4	4	уравновесить	3	VERB
1475	0	0	0	0	0	0	0	2	1	0	38	38	задумать	3	VERB
1476	0	0	2	0	0	0	0	1	2	0	30	30	выбить	5	VERB
1477	0	0	0	0	0	0	0	2	1	0	13	13	убежать	3	VERB
1478	0	0	0	0	0	0	0	7	6	4	85	85	привезти	17	VERB
1479	0	0	0	0	0	0	0	2	0	1	13	13	прояснить	3	VERB
1480	0	0	0	0	0	0	0	0	1	0	22	22	продвинуться	1	VERB
1481	1	2	0	0	0	0	0	0	0	0	60	60	комфортный	3	ADJ
1482	0	0	0	0	0	0	0	3	0	0	41	41	осваивать	3	VERB
1483	0	0	4	0	0	0	0	6	9	0	157	157	собственно	19	ADV
1484	0	0	0	0	0	0	0	0	1	0	3	3	разительно	1	ADV
1485	2	2	4	0	0	0	0	0	3	0	64	64	порождать	11	VERB
1486	0	0	2	0	0	0	0	3	0	0	17	17	подкрепить	5	VERB
1487	0	0	0	0	0	0	0	3	0	0	18	18	адаптироваться	3	VERB
1488	0	0	0	0	0	0	0	4	0	0	21	21	приспособиться	4	VERB
1489	0	5	2	0	0	0	0	0	0	0	79	79	разумный	7	ADJ
1490	0	0	0	0	0	0	0	0	1	0	1	1	бездумно	1	ADV
1491	0	0	0	0	0	0	0	12	1	0	24	24	исправить	13	VERB
1492	2	0	0	0	0	0	0	5	0	0	86	86	приобретать	7	VERB
1493	2	0	10	0	0	0	0	49	10	4	168	168	рассчитывать	75	VERB
1494	0	0	0	0	0	0	0	2	1	0	12	12	защищаться	3	VERB
1495	0	0	3	0	0	0	0	2	0	0	22	22	вывозить	5	VERB
1496	0	2	2	0	0	0	0	3	2	0	39	39	уезжать	9	VERB
1497	0	0	1	0	0	0	0	0	0	0	5	5	прикрываться	1	VERB
1498	4	2	9	0	0	0	0	9	4	0	96	96	уехать	28	VERB
1499	0	0	0	0	0	0	0	1	0	0	9	9	возобладать	1	VERB
1500	2	4	9	0	0	0	0	18	6	0	178	178	передать	39	VERB
1501	0	0	1	0	0	0	0	0	0	0	50	50	красота	1	NOUN
1502	0	0	0	0	1	0	0	2	0	0	18	18	сдаться	3	VERB
1503	0	0	4	0	0	0	0	9	4	0	99	99	плакать	17	VERB
1504	0	0	0	0	0	0	0	1	0	0	1	1	обессилеть	1	VERB
1505	0	0	0	0	1	0	0	0	0	0	5	5	увидеть	1	VERB
1506	0	0	0	0	1	0	0	4	6	0	232	232	вновь	11	ADV
1507	0	0	0	0	1	0	0	2	0	0	33	33	срочно	3	ADV
1508	0	0	0	0	2	0	0	0	1	0	27	27	всё	3	ADV
1509	0	0	0	0	0	0	0	15	11	8	148	148	поступить	34	VERB
1510	0	0	1	0	0	0	0	0	0	0	27	27	кит	1	NOUN
1511	0	0	1	0	1	0	0	0	2	2	5	5	жаться	6	VERB
1512	0	0	3	0	1	0	0	0	0	0	7	7	страшиться	4	VERB
1513	0	0	1	0	0	0	0	0	0	0	1	1	налегке	1	ADV
1514	0	0	1	0	0	0	0	0	0	0	50	50	покой	1	NOUN
1515	0	0	1	0	0	0	0	0	0	0	1	1	полить	1	VERB
1516	0	0	2	0	0	0	0	1	0	1	5	5	вонять	4	VERB
1517	0	0	0	0	0	0	0	1	0	0	1	1	рдеть	1	VERB
1518	0	0	0	0	0	0	0	1	0	0	3	3	бдеть	1	VERB
1519	0	0	2	0	0	0	0	0	0	0	1	1	неверий	2	ADJ
1520	0	0	5	0	0	0	0	0	0	0	20	20	замереть	5	VERB
1521	0	0	1	0	0	0	0	12	0	0	24	24	разглядеть	13	VERB
1522	0	0	3	0	0	0	0	2	0	0	31	31	разобрать	5	VERB
1523	0	0	1	0	0	0	0	0	0	0	23	23	плыть	1	VERB
1524	0	0	3	0	0	0	0	0	0	0	5	5	чета	3	NOUN
1525	0	0	1	0	0	0	0	0	0	0	132	132	герой	1	NOUN
1526	0	0	1	0	0	0	0	0	0	0	3	3	мерить	1	VERB
1527	0	0	3	0	0	0	0	0	0	0	3	3	пенять	3	VERB
1528	0	0	1	0	0	0	0	0	0	0	2	2	смешать	1	VERB
1529	0	0	1	0	0	0	2	0	0	0	5	5	тонуть	3	VERB
1530	0	0	1	0	0	0	0	0	2	0	18	18	таять	3	VERB
1531	0	0	3	0	0	0	0	0	0	0	101	101	восемь	3	NUM
1532	0	0	1	0	0	0	0	0	0	0	10	10	бред	1	NOUN
1533	0	0	7	0	0	0	0	0	0	0	217	217	сон	7	NOUN
1534	0	0	0	0	1	0	0	0	0	0	12	12	поглядеть	1	VERB
1535	2	0	6	0	1	0	0	2	0	0	66	66	гореть	11	VERB
1536	0	0	1	0	0	0	0	2	0	0	21	21	беречь	3	VERB
1537	0	0	1	0	0	0	0	0	0	0	5	5	мираж	1	NOUN
1538	0	0	1	0	0	0	0	0	0	0	1	1	блеф	1	NOUN
1539	0	0	0	0	0	0	0	2	0	0	1	1	разблокировать	2	VERB
1540	0	1	2	0	0	0	0	0	0	0	4	4	смочь	3	VERB
1541	0	0	1	0	0	0	0	2	0	0	11	11	угодить	3	VERB
1542	0	0	4	0	0	0	0	1	2	0	13	13	гнать	7	VERB
1543	0	0	1	0	0	0	0	0	0	0	11	11	компетентность	1	NOUN
1544	0	0	0	0	0	0	0	2	0	0	5	5	взять	2	VERB
1545	0	0	1	0	0	0	0	0	0	0	194	194	древний	1	ADJ
1546	2	0	35	0	0	0	0	8	2	2	133	133	видно	49	ADV
1547	0	0	1	0	0	0	0	0	0	0	1	1	гожий	1	ADJ
1548	0	0	0	0	0	0	0	1	0	0	3	3	организовать	1	VERB
1549	0	0	0	0	1	0	0	0	0	0	1	1	лучше	1	ADV
1550	0	0	0	0	1	0	0	0	0	0	5	5	слить	1	VERB
1551	0	0	1	0	0	0	0	1	0	0	2	2	проголосовать	2	VERB
1552	0	0	1	0	0	0	0	0	0	0	1	1	запачкать	1	VERB
1553	0	0	1	0	0	0	0	0	0	0	1	1	провороваться	1	VERB
1554	0	0	2	0	0	0	0	5	8	1	43	43	воевать	16	VERB
1555	6	0	14	0	0	0	0	13	2	0	167	167	запретить	35	VERB
1556	0	2	1	0	0	0	0	2	0	0	20	20	ослабить	5	VERB
1557	0	2	3	0	0	0	0	0	0	0	14	14	правомерный	5	ADJ
1558	0	0	0	0	0	0	0	1	0	0	1	1	образумиться	1	VERB
1559	0	2	2	0	0	0	0	1	0	0	8	8	преувеличивать	5	VERB
1560	3	0	1	0	0	0	0	0	0	0	19	19	ошибаться	4	VERB
1561	0	0	0	0	1	0	0	1	0	0	4	4	посмотреть	2	VERB
1562	0	0	0	0	1	0	0	1	0	0	9	9	сделать	2	VERB
1563	0	0	0	0	1	0	0	0	0	0	1	1	украсть	1	VERB
1564	0	0	0	0	1	0	0	0	0	0	1	1	заседавать	1	VERB
1565	0	0	2	0	0	0	0	3	0	0	40	40	выдвигать	5	VERB
1566	0	3	0	0	0	0	0	0	0	0	51	51	толк	3	NOUN
1567	0	0	0	0	1	0	0	0	2	0	23	23	врать	3	VERB
1568	0	0	0	0	1	0	0	0	0	0	3	3	доискиваться	1	VERB
1569	0	0	1	0	0	0	0	0	0	0	124	124	знак	1	NOUN
1570	0	0	1	0	0	0	0	0	0	0	12	12	мировоззрение	1	NOUN
1571	0	0	1	0	0	0	0	0	0	0	39	39	рецепт	1	NOUN
1572	1	0	0	0	0	0	0	0	0	0	3	3	замочить	1	VERB
1573	0	0	1	0	0	0	0	0	0	0	3	3	липнуть	1	VERB
1574	0	0	0	0	0	0	0	1	0	0	8	8	нарезать	1	VERB
1575	0	0	0	0	0	0	0	1	0	0	25	25	накладывать	1	VERB
1576	0	0	0	0	0	0	0	3	0	0	39	39	избегать	3	VERB
1577	0	0	0	0	0	0	0	0	0	3	15	15	орать	3	VERB
1578	0	0	1	0	0	0	0	0	0	1	1	1	долбиться	2	VERB
1579	0	0	1	0	0	0	0	0	0	0	1	1	рыпаться	1	VERB
1580	0	0	0	0	4	0	0	2	7	0	94	94	сюда	13	ADV
1581	2	0	5	0	0	0	0	2	0	2	24	24	доводить	11	VERB
1582	0	0	0	0	1	0	0	0	0	0	11	11	повезти	1	VERB
1583	0	2	2	0	1	0	0	0	0	0	5	5	подписаться	5	VERB
1584	0	0	0	0	1	0	0	0	0	0	15	15	разыгрывать	1	VERB
1585	0	0	0	0	1	0	0	0	0	0	36	36	чуть-чуть	1	ADV
1586	0	0	0	0	1	0	0	0	0	0	11	11	вправо	1	ADV
1587	0	0	0	0	1	0	0	0	0	0	7	7	напрячь	1	VERB
1588	0	0	1	0	1	0	0	0	0	0	5	5	потерять	2	VERB
1589	0	4	6	0	0	0	0	0	0	0	567	567	сложный	10	ADJ
1590	0	0	1	0	0	0	0	0	0	0	17	17	громоздкий	1	ADJ
1591	0	0	3	1	0	0	0	2	0	0	97	97	особо	6	ADV
1592	0	0	0	0	0	0	0	5	0	0	7	7	скачать	5	VERB
1593	0	0	0	0	0	0	0	3	0	0	5	5	прикоснуться	3	VERB
1594	0	0	0	2	2	0	0	5	4	0	210	210	снова	13	ADV
1595	0	0	0	0	1	0	0	0	0	0	8	8	замечательно	1	ADV
1596	0	0	0	0	1	0	0	0	0	0	23	23	снаружи	1	ADV
1597	0	0	0	0	0	0	0	4	5	0	227	227	прямо	9	ADV
1598	0	0	0	0	0	0	0	12	3	2	81	81	следить	17	VERB
1599	0	4	5	0	0	0	0	2	6	0	145	145	звучать	17	VERB
1600	0	0	0	0	0	0	0	0	1	0	7	7	вскинуть	1	VERB
1601	0	0	0	0	0	0	0	1	0	0	4	4	понаехать	1	VERB
1602	0	0	0	0	0	0	0	1	0	0	1	1	ассимилироваться	1	VERB
1603	0	0	2	0	0	0	0	10	0	1	88	88	пригласить	13	VERB
1604	0	0	6	0	0	0	0	0	5	0	71	71	петь	11	VERB
1605	0	0	1	0	0	0	0	0	0	0	1	1	коробить	1	VERB
1606	0	0	1	0	0	0	0	0	0	0	2	2	увиливать	1	VERB
1607	0	0	1	0	0	0	0	0	0	0	82	82	музыка	1	NOUN
1608	2	0	0	0	3	0	0	4	4	0	49	49	сравнивать	13	VERB
1609	0	0	1	0	0	0	0	0	0	0	1	1	поменять	1	VERB
1610	0	0	1	0	0	0	0	0	0	0	120	120	тариф	1	NOUN
1611	0	0	3	0	0	0	0	2	0	2	71	71	поднимать	7	VERB
1612	0	0	0	0	0	0	0	1	0	0	3	3	шельмовать	1	VERB
1613	0	0	1	0	0	0	0	0	0	0	1	1	соврать	1	VERB
1614	0	0	1	0	2	0	0	2	0	0	68	68	внимательно	5	ADV
1615	0	0	0	0	0	0	0	1	0	0	1	1	заплатить	1	VERB
1616	0	2	4	0	0	0	0	9	6	2	135	135	поднять	23	VERB
1617	0	0	1	0	0	0	0	0	0	0	33	33	поверхностный	1	ADJ
1618	0	0	3	0	0	0	0	0	0	0	5	5	жаловать	3	VERB
1619	0	0	0	0	0	0	0	0	0	1	4	4	проклинать	1	VERB
1620	0	0	0	0	1	0	0	2	0	0	3	3	замаливать	3	VERB
1621	0	0	0	0	0	0	0	1	0	0	1	1	нарушиить	1	VERB
1622	1	0	2	0	0	0	0	0	0	0	1825	1825	работа	3	NOUN
1623	0	0	1	0	0	0	0	0	0	0	106	106	юрист	1	NOUN
1624	0	0	5	0	2	0	0	0	0	0	20	20	отступить	7	VERB
1625	0	0	1	0	0	0	0	2	0	0	11	11	рекламировать	3	VERB
1626	0	0	0	0	0	0	0	1	0	0	1	1	развалить	1	VERB
1627	0	0	1	0	0	0	0	0	0	0	1243	1243	развитие	1	NOUN
1628	0	0	3	0	0	0	0	0	0	0	17	17	оправданный	3	ADJ
1629	0	0	2	0	0	0	0	0	0	0	20	20	затруднять	2	VERB
1630	0	0	0	0	0	0	0	4	0	0	18	18	бесспорно	4	ADV
1631	0	0	0	0	0	0	0	2	0	0	30	30	аккуратно	2	ADV
1632	0	0	2	0	0	0	0	2	0	0	8	8	укомплектовать	4	VERB
1633	0	0	4	0	0	0	0	2	0	0	52	52	произносить	6	VERB
1634	2	2	8	0	0	0	0	2	2	2	96	96	произвести	18	VERB
1635	2	0	4	0	0	0	0	2	2	0	23	23	хвалить	10	VERB
1636	0	0	0	0	0	0	0	6	0	0	24	24	покончить	6	VERB
1637	0	2	0	0	0	0	0	0	2	2	30	30	трудно	6	ADV
1638	0	0	2	0	2	0	0	0	2	0	29	29	закричать	6	VERB
1639	4	0	2	0	0	0	0	2	0	0	38	38	взглянуть	8	VERB
1640	0	0	2	0	0	0	0	0	0	0	2	2	обобраться	2	VERB
1641	0	0	2	0	0	0	0	0	0	0	8	8	дьякон	2	NOUN
1642	0	0	12	0	0	0	0	0	0	0	2738	2738	наш	12	DET
1643	0	0	0	0	0	0	0	8	0	0	32	32	двигать	8	VERB
1644	0	0	0	0	0	0	0	2	0	0	32	32	заказать	2	VERB
1645	0	0	0	0	2	0	0	0	2	0	30	30	настойчиво	4	ADV
1646	0	0	0	0	0	0	0	4	6	0	23	23	где-нибудь	10	ADV
1647	0	0	4	0	0	0	0	0	0	0	16	16	мучиться	4	VERB
1648	4	2	2	0	0	0	0	0	0	2	38	38	печатать	10	VERB
1649	2	4	0	0	0	0	0	6	2	0	92	92	призвать	14	VERB
1650	0	0	4	0	0	0	0	0	0	0	4	4	униматься	4	VERB
1651	0	0	2	0	0	0	0	4	0	0	40	40	достать	6	VERB
1652	0	2	0	0	0	0	0	4	2	0	22	22	вывезти	8	VERB
1653	0	0	0	0	0	0	0	6	0	0	18	18	связаться	6	VERB
1654	0	0	6	0	0	0	0	24	10	2	268	268	долго	42	ADV
1655	0	0	4	0	0	0	0	0	0	0	6	6	перестраховщик	4	NOUN
1656	0	0	4	0	0	0	0	2	0	0	59	59	улыбаться	6	VERB
1657	0	0	2	0	0	0	0	0	0	0	6	6	накрошить	2	VERB
1658	0	0	0	0	0	0	0	2	8	0	34	34	устроиться	10	VERB
1659	0	0	6	0	0	0	0	12	0	2	76	76	тянуть	20	VERB
1660	0	0	10	0	0	0	0	4	2	0	70	70	жаловаться	16	VERB
1661	0	2	6	0	0	0	0	8	2	4	58	58	добраться	22	VERB
1662	0	0	2	0	0	0	0	0	2	0	6	6	зачислять	4	VERB
1663	0	0	2	0	0	0	0	2	0	0	6	6	записываться	4	VERB
1664	0	0	4	0	0	0	0	0	0	0	261	261	список	4	NOUN
1665	0	0	4	0	0	0	0	0	0	0	1837	1837	система	4	NOUN
1666	0	0	2	0	0	0	0	0	0	0	4	4	завтракать	2	VERB
1667	0	0	2	0	0	0	0	0	0	0	1090	1090	город	2	NOUN
1668	0	0	0	0	0	0	0	0	2	0	4	4	угораздить	2	VERB
1669	0	0	2	0	0	0	0	0	0	0	120	120	сто	2	NUM
1670	0	0	4	0	0	0	2	2	2	2	31	31	доставать	12	VERB
1671	0	0	2	0	0	0	0	0	0	0	6	6	проститься	2	VERB
